lichess_id,ply,result,player,player_elo,time_scramble_bracket
JQz0m6yg,69,1-0,White,1226,<=5s vs 10-15s
LXqBTAPJ,56,0-1,Black,1341,<=5s vs 10-15s
aCNB2UyN,141,1/2-1/2,White,2591,<=5s vs <=5s
MtB89tYr,103,1-0,White,2460,<=5s vs 5-10s
A6Je9gmD,110,0-1,Black,2030,<=5s vs 5-10s
AYsX4VXk,78,0-1,Black,1816,<=5s vs 5-10s
U7XPWVXp,109,1-0,White,1926,<=5s vs 15-20s
Yq50Oqf8,105,0-1,White,1922,<=5s vs <=5s
8YFrLcvd,92,0-1,Black,1895,<=5s vs <=5s
lzxRS4wm,64,1-0,Black,1681,<=5s vs <=5s
mMg31lwn,68,0-1,Black,1321,<=5s vs 10-15s
xfP2Fhhv,69,1-0,White,1606,<=5s vs 5-10s
nfuID6nZ,191,0-1,White,1499,<=5s vs <=5s
SkoCieyQ,79,1-0,White,1731,<=5s vs <=5s
YOAH0BJN,72,0-1,Black,2283,<=5s vs 10-15s
hCAzFpwJ,78,0-1,Black,2185,<=5s vs <=5s
EXvWfx1t,70,0-1,Black,2390,<=5s vs <=5s
UpqrYYuP,108,1-0,Black,2566,<=5s vs <=5s
XwsGYcJu,62,1-0,Black,2000,<=5s vs 5-10s
mYqCvRxm,64,0-1,Black,1757,<=5s vs 10-15s
YQ9oPdb2,67,0-1,White,2182,<=5s vs <=5s
DepQHbF4,46,0-1,Black,892,<=5s vs 5-10s
vvAGEZJe,82,0-1,Black,1615,<=5s vs <=5s
2wfSRFhx,63,1-0,White,1274,<=5s vs 5-10s
akC5kL5m,135,1-0,White,2455,<=5s vs 5-10s
jCiABUKy,87,0-1,White,2345,<=5s vs <=5s
k2ZX2NZ1,107,0-1,White,3119,<=5s vs 10-15s
pqibfou7,75,1-0,White,1496,<=5s vs 15-20s
jfT3r5pL,70,0-1,Black,1774,<=5s vs <=5s
JPjgAYpf,66,0-1,Black,1279,<=5s vs 10-15s
q6otN09v,72,0-1,Black,1254,<=5s vs 5-10s
4eVcLlXJ,84,0-1,Black,2076,<=5s vs <=5s
ejlUes1l,76,0-1,Black,2392,<=5s vs 5-10s
dcwafdxe,81,1-0,White,2066,<=5s vs 5-10s
8n7EUh5y,65,0-1,White,2060,<=5s vs 5-10s
xcJAhXWz,93,1-0,White,2463,<=5s vs 10-15s
hjsVxxqt,96,0-1,Black,2606,<=5s vs <=5s
PwVrODoL,89,1-0,White,1902,<=5s vs <=5s
e7eUlYcU,109,1/2-1/2,White,2520,<=5s vs <=5s
9vKDiQ0j,54,1-0,Black,1119,<=5s vs <=5s
BrBiKrEc,112,1-0,Black,2522,<=5s vs <=5s
7xuUKIPi,118,0-1,Black,2318,<=5s vs <=5s
F0CmpXrA,84,0-1,Black,1698,<=5s vs 5-10s
RbWHVfS7,80,0-1,Black,2023,<=5s vs 5-10s
rwyJ9xwa,86,0-1,Black,2421,<=5s vs 10-15s
MWm7WCjG,81,1-0,White,1904,<=5s vs 15-20s
XxaoKehP,50,0-1,Black,1037,<=5s vs 10-15s
naq3k8GD,51,0-1,White,983,<=5s vs <=5s
KBdrlFmE,151,1/2-1/2,White,2109,<=5s vs <=5s
XDPIRqeS,71,1-0,White,2288,<=5s vs <=5s
psUTXwGM,52,0-1,Black,910,<=5s vs <=5s
PL39OSHE,97,1/2-1/2,White,2291,<=5s vs <=5s
6ibW7ODc,62,1-0,Black,1436,<=5s vs <=5s
zCtuw4ZS,64,0-1,Black,2148,<=5s vs 10-15s
ue25tQpW,76,0-1,Black,2004,<=5s vs <=5s
5d10bEck,92,1-0,Black,1504,<=5s vs <=5s
vzZ5KDCC,105,1-0,White,1208,<=5s vs <=5s
Qtc4eOfB,54,0-1,Black,2001,<=5s vs 5-10s
gJlvb170,95,1-0,White,2513,<=5s vs <=5s
dErXg0vK,70,0-1,Black,1676,<=5s vs <=5s
IerH0KFa,86,0-1,Black,2744,<=5s vs <=5s
TnNkcF3K,73,0-1,White,1823,<=5s vs <=5s
sJjjYEHo,85,1-0,White,2095,<=5s vs <=5s
HlWp6W2m,92,1-0,Black,2026,<=5s vs <=5s
rRFQP7ep,46,0-1,Black,768,<=5s vs 10-15s
B2Z14oWe,115,0-1,White,1742,<=5s vs <=5s
PRhwhtT1,87,1-0,White,2293,<=5s vs 10-15s
UnEaz6vY,120,1/2-1/2,Black,2055,<=5s vs <=5s
huPylgp0,48,0-1,Black,1036,<=5s vs 10-15s
508DwscM,77,1-0,White,1931,<=5s vs 15-20s
jiABALK9,66,0-1,Black,1889,<=5s vs <=5s
Mb1x99jq,59,1-0,White,928,<=5s vs <=5s
nGTqWO6I,117,0-1,White,2060,<=5s vs <=5s
jy4bptvV,81,1-0,White,1897,<=5s vs <=5s
PLm0sS4y,73,1-0,White,1699,<=5s vs <=5s
AM8ZcbnI,115,1-0,White,2673,<=5s vs <=5s
5LNmGkL2,77,1-0,White,1091,<=5s vs 5-10s
TxHn8ms5,76,0-1,Black,1861,<=5s vs <=5s
7hbiVaLD,109,1-0,White,2406,<=5s vs 5-10s
Qzg4czH0,145,0-1,White,2581,<=5s vs <=5s
hQtlFJP7,71,1-0,White,1746,<=5s vs 10-15s
jT97gIIf,127,0-1,White,2443,<=5s vs <=5s
rdNUavj1,85,1-0,White,1844,<=5s vs 5-10s
5WCE5rqL,104,0-1,Black,2636,<=5s vs <=5s
L6XUW0Wm,81,1-0,White,2027,<=5s vs 5-10s
0lWUGQB4,58,0-1,Black,1856,<=5s vs 5-10s
qDOSKxYI,61,1-0,White,2088,<=5s vs 10-15s
Vxp67naW,92,0-1,Black,2046,<=5s vs <=5s
80yMaGi5,82,0-1,Black,1811,<=5s vs <=5s
9swyTClR,54,1-0,Black,1629,<=5s vs <=5s
GFWLi2yh,90,0-1,Black,2180,<=5s vs 10-15s
KbyQq1uQ,79,1-0,White,2093,<=5s vs 15-20s
H2w1FU43,42,0-1,Black,1294,<=5s vs 5-10s
87xzkmEd,87,1-0,White,1957,<=5s vs 15-20s
AzmArdcb,78,1/2-1/2,Black,2435,<=5s vs 15-20s
ADmOgjsl,73,1-0,White,1144,<=5s vs <=5s
hVsIBpyz,85,1-0,White,1937,<=5s vs 10-15s
4iP16HFj,86,0-1,Black,2367,<=5s vs 5-10s
8Y9cqdCr,80,1-0,Black,1709,<=5s vs <=5s
jN4QSGTj,127,1/2-1/2,White,1754,<=5s vs 10-15s
Ram26Xao,74,0-1,Black,1568,<=5s vs 15-20s
KeSUvNB7,128,0-1,Black,2354,<=5s vs <=5s
AGIYvYTf,84,1-0,Black,1418,<=5s vs <=5s
5Jec086o,66,1-0,Black,1355,<=5s vs 5-10s
SXEKIf3U,73,1-0,White,1572,<=5s vs 5-10s
VGeBljR8,117,0-1,White,2558,<=5s vs <=5s
EbY1CYgt,80,0-1,Black,1711,<=5s vs <=5s
g0ZmqG6l,113,0-1,White,2539,<=5s vs <=5s
sciR6B6k,50,0-1,Black,1433,<=5s vs <=5s
x4gx6SfB,103,1-0,White,1507,<=5s vs <=5s
rpSW7oTS,98,0-1,Black,2801,<=5s vs 15-20s
3NTZpXIg,105,1-0,White,2443,<=5s vs <=5s
EwkiyZ78,88,1-0,Black,1476,<=5s vs <=5s
RP9hbPt5,89,1-0,White,2063,<=5s vs 5-10s
RFyRPx8C,86,0-1,Black,2339,<=5s vs 5-10s
1TrxDfm7,105,1-0,White,1854,<=5s vs 5-10s
8b2ztPfj,118,0-1,Black,2663,<=5s vs <=5s
3dyiLV0z,106,0-1,Black,2193,<=5s vs <=5s
SLcsXk0m,95,1-0,White,1629,<=5s vs <=5s
bBbKLsHW,77,1-0,White,1520,<=5s vs 5-10s
PkbgqPD0,65,1-0,White,1424,<=5s vs <=5s
2yuhIHIu,100,0-1,Black,2159,<=5s vs <=5s
1KbCNjmq,62,0-1,Black,1501,<=5s vs 15-20s
MSsQ9fED,107,0-1,White,2329,<=5s vs 10-15s
7LziHBsR,67,0-1,White,2306,<=5s vs 10-15s
vLBNzoa7,102,0-1,Black,2198,<=5s vs <=5s
kcJebz6q,85,1-0,White,2188,<=5s vs 5-10s
31wYxbuo,146,1-0,Black,2739,<=5s vs <=5s
O6aHBPZe,127,1-0,White,2548,<=5s vs <=5s
WEM9mCAc,46,0-1,Black,1923,<=5s vs 5-10s
UZEktaHO,109,1-0,White,1845,<=5s vs 10-15s
UdNqaiFn,113,1-0,White,2103,<=5s vs 5-10s
XKbWuBTE,63,1-0,White,1688,<=5s vs 15-20s
5JUGvRto,58,0-1,Black,1427,<=5s vs <=5s
xrBFLuj1,50,0-1,Black,866,<=5s vs 15-20s
TMp94EKY,143,1-0,White,2697,<=5s vs <=5s
TaSg7CCZ,83,1-0,White,2103,<=5s vs 15-20s
zZIGpCtl,71,1-0,White,1448,<=5s vs 15-20s
ZB9EhpJB,77,1-0,White,2297,<=5s vs 15-20s
hoiU23qf,61,1-0,White,1826,<=5s vs 5-10s
C6Aqg7NU,59,1-0,White,1467,<=5s vs 15-20s
4FCTPqkR,78,0-1,Black,1915,<=5s vs <=5s
YVhhfM58,66,1-0,Black,1719,<=5s vs 15-20s
O4gocHyG,71,1-0,White,1936,<=5s vs 15-20s
5L33vUDf,117,0-1,White,2823,<=5s vs <=5s
kOEeCJhF,67,1-0,White,1253,<=5s vs 15-20s
yEqLMqEf,79,1-0,White,1931,<=5s vs 5-10s
K9tR2OkQ,55,1-0,White,2199,<=5s vs 10-15s
CKRiVG37,70,0-1,Black,2699,<=5s vs <=5s
YGdsZrvS,91,0-1,White,2045,<=5s vs <=5s
qMwssL2O,104,0-1,Black,2501,<=5s vs 5-10s
xWVBpZK1,70,0-1,Black,1832,<=5s vs <=5s
DIuXs8Kn,106,0-1,Black,2202,<=5s vs 5-10s
pBE3Z4i9,63,1-0,White,2111,<=5s vs <=5s
1XWtUbSY,106,0-1,Black,2408,<=5s vs <=5s
pfTnMNOz,75,0-1,White,1134,<=5s vs 5-10s
kdt7pyFQ,72,1-0,Black,1681,<=5s vs <=5s
JeGlSmrp,125,1/2-1/2,White,2382,<=5s vs 5-10s
6D7ghQs0,120,0-1,Black,2519,<=5s vs <=5s
fZ9WOyP4,62,0-1,Black,1083,<=5s vs <=5s
5DJU4nvu,65,1-0,White,1759,<=5s vs 15-20s
zO1J66pP,42,0-1,Black,1109,<=5s vs 10-15s
Ca3twumA,86,0-1,Black,1111,<=5s vs <=5s
v2djRiDZ,101,1-0,White,2184,<=5s vs 5-10s
rJQVC0VH,84,0-1,Black,1970,<=5s vs <=5s
USG6nuKg,118,1-0,Black,2544,<=5s vs <=5s
mS8KdVdb,117,1-0,White,2257,<=5s vs <=5s
HmJn4yJ6,56,1-0,Black,1650,<=5s vs <=5s
kMZh8pBy,95,1-0,White,1847,<=5s vs 5-10s
GihDOkQg,71,1-0,White,2933,<=5s vs 15-20s
xJTGFUMH,77,1-0,White,2373,<=5s vs 5-10s
RNBLB6Gf,103,1-0,White,2060,<=5s vs <=5s
rAM3dGC1,64,0-1,Black,2027,<=5s vs 15-20s
oWUYzvXy,58,0-1,Black,1101,<=5s vs 5-10s
3wWvDNKy,97,1-0,White,2043,<=5s vs <=5s
MVinWM1Z,93,1-0,White,2094,<=5s vs <=5s
YZS8aYik,77,1-0,White,1883,<=5s vs <=5s
87431ad9,60,0-1,Black,1171,<=5s vs 5-10s
ZLhowlGA,122,0-1,Black,2298,<=5s vs 5-10s
AaUySCmv,115,0-1,White,2006,<=5s vs 5-10s
sL6GQus5,57,0-1,White,1348,<=5s vs <=5s
iv5qU5hS,59,1-0,White,2333,<=5s vs 10-15s
ZCULk3Hv,123,1-0,White,2127,<=5s vs <=5s
5KvkAeby,59,1-0,White,1323,<=5s vs 5-10s
qVBbWBhv,80,0-1,Black,1944,<=5s vs <=5s
aNa5uIVD,59,1-0,White,1656,<=5s vs 5-10s
L0NhFKNg,78,1-0,Black,2163,<=5s vs <=5s
NWuitKHC,66,0-1,Black,1826,<=5s vs 5-10s
6mTDjdJd,77,1-0,White,1979,<=5s vs <=5s
OS3Wbxz9,47,1-0,White,1499,<=5s vs <=5s
HZv033Dr,82,0-1,Black,1957,<=5s vs <=5s
slMLIOKJ,117,1/2-1/2,White,2009,<=5s vs <=5s
9Qo7deLL,66,0-1,Black,1567,<=5s vs 15-20s
T7kQE3ra,49,0-1,White,1461,<=5s vs <=5s
LeYJqUZp,85,1-0,White,1729,<=5s vs 10-15s
0whdFU8S,55,1/2-1/2,White,986,<=5s vs <=5s
PxP1RyBU,121,1-0,White,1568,<=5s vs <=5s
dpnymEn2,57,1-0,White,2081,<=5s vs 15-20s
35679Wg2,78,0-1,Black,2277,<=5s vs 5-10s
uj0VIEIk,54,1-0,Black,1691,<=5s vs <=5s
XygDSkwz,61,1-0,White,1214,<=5s vs 5-10s
2LNFJWRk,62,0-1,Black,1258,<=5s vs 15-20s
pGxy4rAV,64,0-1,Black,1625,<=5s vs <=5s
05jJ0Obv,95,1-0,White,2421,<=5s vs <=5s
SF6fkkAK,60,0-1,Black,1487,<=5s vs <=5s
7ygOXLNv,65,0-1,White,1806,<=5s vs <=5s
0jnBaQFO,81,0-1,White,2559,<=5s vs <=5s
diZMXtfP,186,1/2-1/2,Black,2298,<=5s vs <=5s
4c3V7w56,100,0-1,Black,2236,<=5s vs <=5s
32nyjgFm,55,0-1,White,2017,<=5s vs <=5s
KwLl9q8V,84,0-1,Black,1850,<=5s vs <=5s
E08tmR55,123,0-1,White,2195,<=5s vs <=5s
0s0Vih0P,107,0-1,White,1742,<=5s vs <=5s
EAUbIRZK,80,0-1,Black,1774,<=5s vs <=5s
jUxYk9AT,74,0-1,Black,1850,<=5s vs <=5s
F2FTdNoC,80,0-1,Black,1658,<=5s vs 5-10s
EY4PVp9g,129,1-0,White,2316,<=5s vs <=5s
w8Xpctgr,63,0-1,White,1486,<=5s vs <=5s
BKY2o8Wp,111,1-0,White,2260,<=5s vs <=5s
A4Pd2C3X,106,0-1,Black,2032,<=5s vs 10-15s
8BGjJ9LS,84,0-1,Black,1270,<=5s vs <=5s
YThBlI0Y,107,0-1,White,853,<=5s vs <=5s
sliosJ8e,119,1-0,White,1859,<=5s vs <=5s
mh8p2fcg,97,0-1,White,1205,<=5s vs <=5s
IUzqKhvd,95,1-0,White,2124,<=5s vs <=5s
5OkBlG1T,68,0-1,Black,1485,<=5s vs 10-15s
NMIEIN3E,76,0-1,Black,1893,<=5s vs 10-15s
kjQB1XWE,67,1-0,White,2686,<=5s vs 15-20s
eIKCEUoP,64,1-0,Black,1419,<=5s vs 5-10s
XV84ZEIc,78,0-1,Black,1567,<=5s vs 5-10s
IP57rikd,93,0-1,White,2082,<=5s vs <=5s
BiPRUeby,56,0-1,Black,1374,<=5s vs 5-10s
RzLe0rLX,99,1-0,White,1961,<=5s vs <=5s
V9V1ukV3,94,0-1,Black,2279,<=5s vs 10-15s
Q4gcBly9,118,0-1,Black,2265,<=5s vs <=5s
HNeOdrs9,61,1-0,White,2343,<=5s vs 10-15s
QuScFuO7,71,0-1,White,1521,<=5s vs <=5s
WI9Q1FuH,78,0-1,Black,2225,<=5s vs 5-10s
PHKahuHu,68,0-1,Black,1710,<=5s vs 15-20s
BG5gJF2w,67,0-1,White,981,<=5s vs <=5s
GFs80X3V,82,0-1,Black,2526,<=5s vs <=5s
n31lqmxd,62,0-1,Black,1426,<=5s vs <=5s
KzTqruna,74,0-1,Black,1721,<=5s vs 5-10s
RFRfDaGi,92,0-1,Black,1964,<=5s vs <=5s
37wHi7sZ,104,1-0,Black,2095,<=5s vs 15-20s
HHUaQ9UD,83,0-1,White,1801,<=5s vs <=5s
8HGU2i0z,64,0-1,Black,1846,<=5s vs <=5s
M6lNv0mj,96,0-1,Black,2023,<=5s vs <=5s
X7Bsg6o0,59,1-0,White,1098,<=5s vs <=5s
3L4MxRtb,61,0-1,White,1728,<=5s vs <=5s
Fl9r14Pm,56,0-1,Black,1035,<=5s vs 5-10s
ImcxD4R5,89,0-1,White,2038,<=5s vs <=5s
CmMZTP1U,76,0-1,Black,1851,<=5s vs <=5s
1Kc9vJDN,66,0-1,Black,1189,<=5s vs <=5s
eRPiDais,63,1-0,White,1839,<=5s vs 10-15s
QqmDB5pu,116,1-0,Black,1849,<=5s vs <=5s
ECF3BnTD,85,1-0,White,1423,<=5s vs <=5s
jKrZ4Oid,61,1-0,White,1474,<=5s vs 5-10s
Hno3C7h3,82,0-1,Black,1754,<=5s vs <=5s
H8ITaiSv,50,0-1,Black,1119,<=5s vs 10-15s
EEwX3xuN,73,1-0,White,1869,<=5s vs 15-20s
tlwsxkDd,70,0-1,Black,767,<=5s vs 10-15s
GQ9GWju6,67,1-0,White,2302,<=5s vs 5-10s
KLzf0dkm,60,1-0,Black,976,<=5s vs <=5s
ExcVuau8,105,0-1,White,2634,<=5s vs <=5s
qncS09dV,101,1-0,White,2314,<=5s vs 5-10s
t64MAcNr,77,0-1,White,2126,<=5s vs <=5s
Iay2NVdS,100,1-0,Black,2915,<=5s vs <=5s
3WN2fifo,86,0-1,Black,2294,<=5s vs <=5s
VCuqVvUt,49,0-1,White,1130,<=5s vs 10-15s
JLBIXkRk,69,1-0,White,2397,<=5s vs <=5s
fFfG7fIl,63,1-0,White,2449,<=5s vs <=5s
h3wimtWI,69,1/2-1/2,White,1587,<=5s vs 10-15s
6vEUfXaR,71,1-0,White,1987,<=5s vs 5-10s
1z05YKh0,85,0-1,White,1772,<=5s vs <=5s
kjcpb7gM,74,0-1,Black,1228,<=5s vs <=5s
X908f8k2,88,1-0,Black,1854,<=5s vs <=5s
8ppTd5eT,140,0-1,Black,1571,<=5s vs <=5s
uK60Xbo4,78,0-1,Black,1814,<=5s vs <=5s
36z6gZFn,68,1-0,Black,1970,<=5s vs <=5s
NbnsQSSh,110,0-1,Black,2400,<=5s vs <=5s
1bMh2rf6,90,0-1,Black,1863,<=5s vs <=5s
9EmwO1Gz,52,0-1,Black,1077,<=5s vs <=5s
yOPxgsBv,79,1-0,White,1818,<=5s vs <=5s
D8AxrsCl,77,1-0,White,1370,<=5s vs <=5s
QnakDWCg,70,1-0,Black,2117,<=5s vs <=5s
TYcHLzI3,69,0-1,White,1585,<=5s vs <=5s
HHOMcSRq,81,1-0,White,1580,<=5s vs 15-20s
cFcHzmjZ,103,1-0,White,1622,<=5s vs <=5s
l4yBZZd0,60,0-1,Black,1415,<=5s vs 10-15s
O5KUI5Gk,63,1-0,White,1303,<=5s vs <=5s
emq9hl3g,70,0-1,Black,1569,<=5s vs <=5s
OA7Wnxdm,66,1-0,Black,1671,<=5s vs <=5s
fynozBB3,87,1-0,White,1458,<=5s vs 15-20s
uPW0pOV1,116,0-1,Black,2619,<=5s vs 5-10s
L0HG9X29,64,0-1,Black,2093,<=5s vs <=5s
K7QFPZvl,111,0-1,White,2179,<=5s vs <=5s
j2lFEDyw,62,1-0,Black,1862,<=5s vs 5-10s
pCsxmQnD,49,1-0,White,1161,<=5s vs 5-10s
qGqYIziZ,84,0-1,Black,1662,<=5s vs 10-15s
m3lqEa8H,67,0-1,White,1377,<=5s vs <=5s
EMacxTYw,56,0-1,Black,1128,<=5s vs <=5s
T240La6N,125,0-1,White,1923,<=5s vs <=5s
bU0QWrUp,59,0-1,White,1536,<=5s vs <=5s
mUxEsffT,74,0-1,Black,2076,<=5s vs 10-15s
xLeGJqFz,55,1-0,White,1272,<=5s vs 5-10s
21J9uqKc,61,0-1,White,1928,<=5s vs <=5s
jO3bESL8,69,0-1,White,2209,<=5s vs <=5s
YZJ89FQk,57,0-1,White,1854,<=5s vs 5-10s
sB4pbkY1,99,1-0,White,2294,<=5s vs <=5s
VOhD7bAv,88,1-0,Black,2308,<=5s vs 5-10s
YpuGdkxc,80,0-1,Black,1184,<=5s vs <=5s
wzYUKtjx,90,0-1,Black,2161,<=5s vs <=5s
8YejcHne,85,1-0,White,1436,<=5s vs <=5s
4uzH4Hgr,76,1-0,Black,1956,<=5s vs <=5s
gWYxMfwt,73,0-1,White,2308,<=5s vs <=5s
KCXENQqp,119,1/2-1/2,White,2226,<=5s vs <=5s
mloA6tXD,47,1-0,White,885,<=5s vs 10-15s
wS0Rfuxc,57,1-0,White,1817,<=5s vs 5-10s
WW1FMzpO,93,1-0,White,1930,<=5s vs <=5s
irjTeChS,84,1-0,Black,1699,<=5s vs <=5s
8myY0zaC,68,1-0,Black,1677,<=5s vs <=5s
Oox4AS2r,71,1-0,White,2007,<=5s vs <=5s
g4k0CU50,104,0-1,Black,1828,<=5s vs <=5s
laAi6XwL,81,1-0,White,1753,<=5s vs 10-15s
zCtYODOC,70,1-0,Black,2025,<=5s vs <=5s
CCLIqwQ4,56,0-1,Black,1578,<=5s vs 5-10s
5g2MtjIQ,48,0-1,Black,1035,<=5s vs 5-10s
XGasm9GI,93,0-1,White,1641,<=5s vs <=5s
avLj5062,69,1-0,White,2235,<=5s vs 10-15s
f0Jrgj30,58,1-0,Black,1506,<=5s vs <=5s
HrD7ESrT,54,0-1,Black,1012,<=5s vs 5-10s
BEcsT4US,56,0-1,Black,1414,<=5s vs 10-15s
NEUi3RGq,125,0-1,White,1713,<=5s vs <=5s
QIQZNxum,87,1-0,White,2072,<=5s vs 5-10s
qKzBnEw8,90,1-0,Black,2084,<=5s vs <=5s
BHOh93r6,92,0-1,Black,1773,<=5s vs 5-10s
4I2lOFje,86,1-0,Black,2415,<=5s vs <=5s
d2ywlrtw,53,1-0,White,1189,<=5s vs <=5s
8nAOH6wh,85,1-0,White,2017,<=5s vs 5-10s
K8c5faip,117,1-0,White,1633,<=5s vs <=5s
HuZIwvHw,49,1-0,White,1578,<=5s vs 5-10s
9pPqHE5H,92,0-1,Black,2091,<=5s vs <=5s
341ODoeu,115,1-0,White,1758,<=5s vs <=5s
oBH1BzHj,63,1-0,White,1730,<=5s vs 5-10s
IV2iTHXL,56,0-1,Black,1386,<=5s vs <=5s
AMKtuTAF,116,0-1,Black,2622,<=5s vs <=5s
8Obc5RBX,108,0-1,Black,1461,<=5s vs <=5s
zO15aP9Z,67,1-0,White,1345,<=5s vs 5-10s
7avPB83s,99,0-1,White,1393,<=5s vs <=5s
gcynJzPH,79,1-0,White,1172,<=5s vs 5-10s
TvXwkRT7,55,1-0,White,1859,<=5s vs 10-15s
tkLoG6aE,60,0-1,Black,2124,<=5s vs 5-10s
NGz9ceBs,100,1-0,Black,2311,<=5s vs <=5s
728KVBEj,66,0-1,Black,1770,<=5s vs <=5s
8z0BwRzc,67,0-1,White,2403,<=5s vs <=5s
AWlJXhh3,69,1-0,White,1622,<=5s vs <=5s
W4bSyqI0,103,1-0,White,1850,<=5s vs <=5s
5OXgus45,76,0-1,Black,1630,<=5s vs <=5s
D0cbZ7ws,70,0-1,Black,2321,<=5s vs 5-10s
vKh3KY1i,134,0-1,Black,2213,<=5s vs <=5s
GCtnIPKf,88,1-0,Black,2432,<=5s vs <=5s
iSQiW75f,93,1-0,White,2272,<=5s vs 5-10s
vCHs1RKx,102,0-1,Black,2502,<=5s vs <=5s
35RbpMOm,112,0-1,Black,3007,<=5s vs <=5s
KIniS2eQ,95,1-0,White,2404,<=5s vs <=5s
HWjH89Xm,106,1-0,Black,2402,<=5s vs <=5s
GOv3dH07,104,0-1,Black,2459,<=5s vs 5-10s
ZbkcDmtQ,80,0-1,Black,2851,<=5s vs 5-10s
ybgoHIig,69,1-0,White,2245,<=5s vs <=5s
Jo43qmqk,97,1-0,White,2703,<=5s vs 5-10s
3vQuGoOu,144,1-0,Black,2132,<=5s vs <=5s
tneLa1lG,58,0-1,Black,1065,<=5s vs <=5s
OZ1N4JdU,57,1-0,White,2096,<=5s vs 15-20s
NIzYSGB9,60,0-1,Black,2119,<=5s vs 10-15s
SRqGfg76,68,0-1,Black,1864,<=5s vs 10-15s
SV7UEY3N,89,0-1,White,1607,<=5s vs <=5s
gVv4XynD,73,1-0,White,1386,<=5s vs 5-10s
vWSi99nK,72,0-1,Black,636,<=5s vs <=5s
NRl5pm2R,75,0-1,White,2141,<=5s vs <=5s
cyh0kkEw,83,1-0,White,2225,<=5s vs 5-10s
IUMFPCeE,98,1-0,Black,2154,<=5s vs <=5s
P40pG6UG,79,0-1,White,2258,<=5s vs <=5s
8KapEQDI,65,1-0,White,2195,<=5s vs 10-15s
OrJ5MW7g,87,1-0,White,1968,<=5s vs 5-10s
UNLSwvxd,119,1/2-1/2,White,2525,<=5s vs <=5s
haS17YT9,59,1-0,White,976,<=5s vs 5-10s
GGK37Ebp,57,1-0,White,2432,<=5s vs 10-15s
bxK8pUFX,70,0-1,Black,1733,<=5s vs <=5s
6BIYQCwN,67,1-0,White,1614,<=5s vs 5-10s
lv9LssGS,57,0-1,White,2451,<=5s vs 5-10s
DsFjeldU,77,1-0,White,1408,<=5s vs 5-10s
zMyWU17d,65,1-0,White,1571,<=5s vs 5-10s
8VDiK1KT,56,0-1,Black,1322,<=5s vs <=5s
Ju8Alw3B,66,0-1,Black,1933,<=5s vs 5-10s
IV2DVMuY,80,0-1,Black,2926,<=5s vs 5-10s
z357hIaZ,123,0-1,White,2438,<=5s vs <=5s
l0wtLjvy,127,1/2-1/2,White,2407,<=5s vs <=5s
Yf93pMEX,92,0-1,Black,2487,<=5s vs <=5s
Lc8YC4Dk,82,1-0,Black,1810,<=5s vs <=5s
C1ONsAyl,66,0-1,Black,1463,<=5s vs <=5s
Wn9eGRMh,59,1-0,White,1974,<=5s vs <=5s
GMOxzxOY,95,1-0,White,2392,<=5s vs <=5s
P1sXtENT,128,0-1,Black,2013,<=5s vs 5-10s
Y0OkOshh,92,0-1,Black,2380,<=5s vs 5-10s
dKkGLR1w,71,1-0,White,1897,<=5s vs 10-15s
yJI1GMqf,119,0-1,White,2631,<=5s vs <=5s
hiT4m0rD,57,1-0,White,960,<=5s vs 15-20s
PJTQQcQt,100,0-1,Black,2467,<=5s vs 15-20s
kySsseBe,67,0-1,White,1664,<=5s vs <=5s
jNJfWcSM,61,1-0,White,1386,<=5s vs 5-10s
p27LbtFc,66,0-1,Black,1089,<=5s vs <=5s
5V0RDErQ,76,1-0,Black,1786,<=5s vs <=5s
vIwPzy2d,72,0-1,Black,1287,<=5s vs 5-10s
p6r33lzi,117,1-0,White,2484,<=5s vs <=5s
A2uzzhaa,47,1-0,White,1225,<=5s vs 10-15s
SCdecMs7,64,1-0,Black,1731,<=5s vs <=5s
ZbrDw69D,105,1-0,White,1980,<=5s vs 5-10s
lvtUEMJ7,103,1/2-1/2,White,2758,<=5s vs 5-10s
wCJvIUQc,74,1-0,Black,1303,<=5s vs <=5s
JUjrBbVW,67,0-1,White,2117,<=5s vs 5-10s
2zf0IAwo,41,1-0,White,824,<=5s vs 15-20s
TOUnFtVH,61,0-1,White,1579,<=5s vs <=5s
8RF8KVbN,176,1-0,Black,2420,<=5s vs <=5s
TPSeTFZ0,100,0-1,Black,2201,<=5s vs <=5s
IRgVhVEf,57,1-0,White,1903,<=5s vs 5-10s
ZTun0CaJ,70,0-1,Black,1485,<=5s vs 5-10s
Z9nHZ4MJ,75,1-0,White,1608,<=5s vs 10-15s
C68FW7Gz,99,1-0,White,2173,<=5s vs 10-15s
MtaRhSI4,78,0-1,Black,2241,<=5s vs 10-15s
KSiA8Ly5,86,0-1,Black,2423,<=5s vs 10-15s
AgNjBrzc,63,1-0,White,1216,<=5s vs 5-10s
1mULKNhO,93,0-1,White,1827,<=5s vs <=5s
V6A26dUn,81,0-1,White,2213,<=5s vs <=5s
6tVOtLyO,81,0-1,White,1495,<=5s vs 5-10s
ITVybTCZ,70,0-1,Black,1721,<=5s vs 5-10s
KcTq6h5D,75,1-0,White,1892,<=5s vs 5-10s
4FR3zLGE,106,1-0,Black,2024,<=5s vs <=5s
WPUL4QNz,62,0-1,Black,2433,<=5s vs 5-10s
